orbit_id,e,a,i,om,w,ma,n,tp,moid,moid_jup,class,producer,data_arc,n_obs_used,rms,diameter,albedo,diameter_sigma,first_year_obs,first_month_obs,last_obs_year,last_obs_month
JPL 36,0.07483758888410043,2.380574289700914,2.3718280342071134,90.91958066685186,119.1061188746006,122.61672931795559,0.2683375594790213,2458143.550441556,1.19794,2.40256,MBA,Otto Matic,22142.0,2511,0.48931,3.67,0.522,0.217,1959,4,2019,11
JPL 29,0.2141163308736788,2.1938715079684754,4.343796566368447,54.28397021686279,268.8177655715335,213.5961371758289,0.3033103931402665,2459083.1866013673,0.717902,2.66669,MBA,Otto Matic,24281.0,2536,0.46408,6.732,0.27,0.166,1952,11,2019,5
JPL 24,0.1008465992060908,2.373602028916439,6.047670052041421,202.64968014379468,221.2334090637168,319.0473607360495,0.2695207565775228,2458752.4461424192,1.15069,2.65888,MBA,Otto Matic,21614.0,1981,0.49176000000000003,4.76,0.39399999999999996,0.21100000000000002,1960,9,2019,11
JPL 26,0.2493957651972566,2.309979914465135,6.841829888154713,42.35939524526084,279.5451390991525,187.33504083932084,0.2807319021986502,2459215.55285936,0.737288,2.47735,MBA,Otto Matic,22620.0,2389,0.42005,8.1,0.19399999999999998,0.03,1957,6,2019,5
JPL 36,0.1022993235829056,2.153840558059608,4.2528284699987795,106.35779468742149,235.2826808536335,53.77215772911408,0.3118054829789272,2458428.0458237124,0.927485,2.92993,MBA,Otto Matic,24532.0,2436,0.44213,5.761,0.193,0.035,1952,9,2019,11
JPL 30,0.07662592468245254,2.351490169588507,7.764454721419829,25.304514888465423,88.11794912202488,330.83976114611136,0.2733312721175694,2458707.184605197,1.20445,2.53723,MBA,Otto Matic,30723.0,2225,0.40610999999999997,9.399,0.175,0.122,1935,10,2019,11
JPL 37,0.050995796734144866,2.174239945895945,3.131768926638937,193.62983497730968,12.069296620087087,215.7625462338591,0.3074276095495335,2459069.675341725,1.05897,2.67342,MBA,Otto Matic,30155.0,2737,0.4332,6.754,0.215,0.16699999999999998,1937,5,2019,11
JPL 33,0.2072086223013377,2.2489647040885363,5.914251986254299,328.4229485666103,345.6418080658989,93.79572796389463,0.2922335774226529,2458279.5384979337,0.7691060000000001,2.57368,MBA,Otto Matic,23780.0,2232,0.45206,4.989,0.258,0.371,1954,10,2019,11
JPL 29,0.04888478589313088,2.9936818358048187,10.565884158432393,182.57552432565063,97.38713634486295,312.65023583239554,0.1902810812122721,2458849.3411557567,1.85617,1.9431200000000002,MBA,Otto Matic,18721.0,2292,0.44597,9.597,0.145,0.105,1968,7,2019,10
JPL 24,0.0650698218436556,3.059678364350451,11.47799747359824,158.01104572133758,156.87632321485282,167.1818403010594,0.1841579240298634,2457692.682206214,1.85055,2.0359700000000003,MBA,Otto Matic,18509.0,1537,0.5230199999999999,8.409,0.158,0.23800000000000002,1968,7,2019,3
JPL 32,0.2058845906122149,2.209393222010106,6.063682325307858,353.15928688055914,0.7532662790533865,333.40329238291315,0.3001197305620182,2458689.12032352,0.748595,2.76884,MBA,Otto Matic,25308.0,2131,0.42586,6.81,0.1662,0.7,1950,8,2019,11
JPL 27,0.0987123563070167,1.933539292509087,22.6811132939924,357.0752510289838,217.86300787160968,10.440384806704275,0.3665848990519623,2458572.0198721117,0.7674340000000001,2.8742400000000004,IMB,Otto Matic,17005.0,1682,0.39342,3.975,0.81,0.154,1973,3,2019,9
JPL 19,0.0798375970738655,2.1721196447855533,2.496384397550124,4.537215763432298,58.32194814973529,40.8638249264788,0.307877859711693,2458467.7726094536,1.0124799999999998,2.8472,MBA,Otto Matic,29397.0,2154,0.42133000000000004,7.255,0.306,0.21600000000000005,1938,11,2019,5
JPL 26,0.1657428498392759,2.6238107638986765,12.231099329323447,290.96487751057447,111.34926732643032,229.9033246283828,0.2319024355502594,2459161.497451634,1.2322,2.39278,MBA,Otto Matic,16724.0,1525,0.45398,9.369,0.265,0.174,1973,12,2019,10
JPL 69,0.1920757938757433,2.324648125984773,4.910410036669301,0.8828742103322911,24.80072278250281,300.5988232059459,0.2780790282316072,2458814.112573274,0.8824850000000001,2.68903,MBA,Otto Matic,25426.0,2192,0.41921,4.625,0.354,0.163,1950,4,2019,11
JPL 28,0.1486743974334411,2.387188463971152,6.178496196375661,338.5086845726871,3.8427206620714736,82.32901968759063,0.2672231094929232,2458292.409057402,1.02321,2.64073,MBA,Otto Matic,25427.0,2308,0.46171999999999996,5.193,0.46299999999999997,0.6459999999999999,1950,4,2019,11
JPL 36,0.2864717802764902,2.4020476228299907,21.373366388432807,204.09260957846334,82.84441786133856,94.32206555304113,0.2647473695186042,2458244.2280350523,0.842836,2.38941,MBA,Otto Matic,16994.0,2161,0.3706,9.044,0.309,0.043,1973,5,2019,11
JPL 37,0.1856910033318325,2.252246201389986,4.859902631018318,171.3026505483373,136.3913617348108,104.9079824855226,0.2915951385762967,2458240.727258253,0.8223860000000001,2.5899099999999997,MBA,Otto Matic,42438.0,2757,0.47862,7.223,0.2,0.156,1903,9,2019,11
JPL 30,0.1918606181279123,2.183466109707857,2.55931042970531,186.0737786421485,157.8890659118605,72.17280979873767,0.3054811315814375,2458364.2405314525,0.756347,2.80061,MBA,Otto Matic,31912.0,1955,0.48948,4.034,0.249,0.392,1931,10,2019,3
JPL 33,0.1652295404485649,2.241032521084799,4.044318886056144,252.1918136198502,24.790264464398238,38.21640122465212,0.2937865001376635,2458470.417776321,0.8547620000000001,2.5013900000000002,MBA,Otto Matic,32349.0,2511,0.47013,7.865,0.496,0.064,1931,5,2019,11
JPL 27,0.2190835953294616,2.3093493535634733,5.4895204452385045,154.99094548514768,164.3802154833702,186.5931220015202,0.2808468895504877,2459217.9427577816,0.790413,2.50444,MBA,Otto Matic,30265.0,2329,0.44275,5.043,0.365,0.054000000000000006,1936,6,2019,5
JPL 33,0.1378390133980996,2.3259307663859707,7.311717768486142,69.22355748790659,291.38125072207697,293.44998197859366,0.2778490388712732,2458840.018618786,1.01577,2.82249,MBA,Otto Matic,29595.0,2202,0.4412100000000001,7.915,0.17300000000000001,0.079,1938,11,2019,11
JPL 20,0.1127752119483528,2.296291694170129,7.956431034079841,242.79499229012143,27.70119363545659,239.8920970585494,0.2832458082576027,2459024.541237116,1.02462,2.51667,MBA,Otto Matic,18522.0,1397,0.5253800000000001,3.201,0.273,0.29,1968,7,2019,4
JPL 30,0.1278140775212968,2.3509487462047995,5.588442731465795,278.0023009360495,67.01324516214943,285.1213127639318,0.2734256998220475,2458874.353874324,1.04939,2.72436,MBA,Otto Matic,18313.0,1826,0.4616,6.893,0.257,0.16399999999999998,1969,9,2019,10
JPL 28,0.1115722642342879,2.225342792532852,8.462740710118782,321.7148228690514,134.417644402522,9.897228842913178,0.2968989726995885,2458567.164657837,1.00377,2.65464,MBA,Otto Matic,24188.0,1821,0.42345,5.71,0.419,0.08800000000000001,1953,2,2019,5
JPL 30,0.1809278098042628,2.245855917780529,8.553039158015183,19.04675917158315,64.08698997027054,325.29020810911203,0.2928405660915034,2458719.0279497104,0.873133,2.62222,MBA,Otto Matic,24949.0,2844,0.3717,7.78,0.22,0.102,1951,8,2019,11
JPL 31,0.1315610569078537,1.8839014130311307,27.75208955511202,77.03567028350831,200.7360502441513,286.50776229620897,0.3811683358864691,2458793.307824745,0.629586,2.96678,MCA,Otto Matic,16766.0,2208,0.33065,4.824,0.649,0.525,1973,9,2019,8
JPL 27,0.1853879288363681,2.2441856909231896,3.972899578388266,346.2392989706002,306.368688368892,259.855855063119,0.2931675451648298,2458942.09355832,0.814867,2.5335799999999997,MBA,Otto Matic,32782.0,2317,0.43796,6.988,0.318,0.08,1929,8,2019,5
JPL 28,0.1315442583055364,2.30142301559662,4.24968460435384,9.482706869659363,346.4256840962914,45.0800534588487,0.2822990365274854,2458440.8109907373,0.993663,2.81914,MBA,Otto Matic,16835.0,3249,0.39901,5.956,0.198,0.213,1973,10,2019,11
JPL 25,0.3449070657901153,2.37952984511673,23.97206654888145,53.63409151456104,50.45872465530272,214.2336044734529,0.2685142505571069,2459143.362791171,0.650766,2.33645,MCA,Otto Matic,25178.0,1306,0.42125,6.66,0.1907,0.6,1950,11,2019,10
JPL 38,0.0557434812776442,2.379498786265664,6.905830137957878,11.08977098253524,197.53645993208684,116.55359445104652,0.2685195078226574,2458166.439937116,1.2435399999999999,2.4504,MBA,Otto Matic,25633.0,2579,0.4366100000000001,9.664,0.249,0.098,1949,9,2019,11
JPL 20,0.003334411612625164,1.872088276226196,25.27938499928461,36.61016145460905,303.5524750488983,251.5509447371735,0.3847818590428398,2458882.3455514843,0.868525,3.0986599999999997,IMB,Otto Matic,17361.0,1591,0.40549,3.131,0.544,0.153,1971,10,2019,5
JPL 32,0.04252300060393138,1.9535692150206088,23.750724340230107,157.6358852690027,105.6328282495423,313.4609186124569,0.3609614890578006,2458729.4308771114,0.9073450000000001,3.03057,IMB,Otto Matic,16839.0,1924,0.40184000000000003,2.613,1.0,0.14,1973,8,2019,10
JPL 23,0.08413523063998682,1.949284693308861,24.41835449775848,200.0757561211022,141.7213782586163,299.551744148974,0.3621522311216341,2458767.413940206,0.806945,3.13503,IMB,Otto Matic,16860.0,1307,0.43936000000000003,2.457,0.168,0.126,1973,9,2019,11
JPL 26,0.2381170007680969,2.3250096677782808,26.60856282714315,72.48956459545323,171.011951264735,234.51886510537202,0.2780141683193136,2459051.8479858,0.75976,2.1726900000000002,MBA,Otto Matic,16578.0,1626,0.43232,8.498,0.25,0.083,1974,5,2019,10
JPL 32,0.1389534767418721,2.217893976441021,3.9360076994130777,225.7708783939093,145.77932069523942,63.113944294404746,0.2983959344828497,2458388.9892620808,0.9106120000000001,2.9420599999999997,MBA,Otto Matic,40220.0,2477,0.42127,7.783,0.35100000000000003,0.15,1909,10,2019,11
JPL 28,0.1546555985926972,2.250077334407824,2.752353883108295,1.2354085300414321,350.3322509532575,77.21801536711264,0.2920168463785384,2458336.069997673,0.8955569999999999,2.81662,MBA,Otto Matic,23773.0,2109,0.46923000000000004,4.57,0.405,0.154,1954,10,2019,11
JPL 34,0.1572460056059576,2.251882210551592,3.6360104470246712,302.1747824233771,0.9512226757146516,54.65707370461882,0.2916658409296506,2458413.1037881896,0.8816799999999999,2.6075,MBA,Otto Matic,23891.0,2186,0.46163000000000004,5.034,0.33399999999999996,0.053,1954,7,2019,11
JPL 32,0.1642716502425263,2.44935627913482,4.736387991769151,26.147875767754265,38.89628601360288,266.8756360343461,0.2571142408766849,2458962.690610866,1.0624799999999999,2.46532,MBA,Otto Matic,23266.0,2320,0.4817,4.843,0.522,0.215,1956,3,2019,11
JPL 30,0.1123998705937372,2.715332471933051,2.963745546258326,85.02956150428693,359.9176446067089,91.07145460640051,0.2202772033458754,2458187.0597836585,1.42625,2.16824,MBA,Otto Matic,17018.0,2227,0.44923,9.754,0.154,0.24600000000000002,1972,10,2019,5
JPL 22,0.08196880048998482,1.799653299304105,30.07923556633462,207.2902292439738,205.4404378331404,128.5144233168482,0.4082449333478388,2458285.7026496367,0.667546,3.2948199999999996,MCA,Otto Matic,23774.0,1552,0.38261,3.217,0.518,0.5579999999999999,1954,4,2019,5
JPL 29,0.2501940761307767,2.4018838008957157,27.086356895095182,112.18364001123821,354.9132805603141,298.5924196894067,0.2647744558616368,2458832.424111073,0.81866,2.149,MBA,Otto Matic,16454.0,2084,0.32402,6.284,0.408,0.213,1974,11,2019,11
JPL 23,0.1523890466750323,2.27329477006356,4.988280793534011,328.8552620933198,75.42349834742834,353.42845316839407,0.2875546829737862,2458623.353207479,0.942262,2.77406,MBA,Otto Matic,25191.0,1522,0.52364,3.555,0.556,1.423,1950,12,2019,11
JPL 24,0.2955885901877945,2.3284207987935917,28.11081935804639,69.48671319899748,344.0041933624027,187.0821661106146,0.2774034569707182,2459223.8441925263,0.66195,2.3607,MCA,Otto Matic,16316.0,1360,0.48033000000000003,3.791,0.358,0.609,1974,12,2019,8
JPL 21,0.37495492397582203,2.368360411667541,20.16766314003668,286.97128735362134,99.53450897161656,88.06918609265912,0.2704159999744581,2458274.819618288,0.634139,2.61944,MCA,Otto Matic,16188.0,1236,0.38414,4.639,0.40399999999999997,0.535,1975,1,2019,5
JPL 38,0.07811935231732682,2.600301270455837,13.25343889372488,353.00621851863787,145.8332578544259,126.8406015031176,0.2350545009147498,2458060.8779080613,1.41869,2.20262,MBA,Otto Matic,24045.0,1915,0.42518,8.939,0.221,0.128,1953,12,2019,10
JPL 35,0.060929342471780126,2.176636270067038,3.8486359640670114,23.81930317539576,52.03600924375697,231.79115257752912,0.30692006488867796,2459018.227161204,1.06113,2.81031,MBA,Otto Matic,23446.0,2404,0.44938,5.765,0.633,0.691,1955,9,2019,11
JPL 28,0.05145223698852438,1.871872282953857,18.45614185308595,259.1821116869708,228.9290857015879,204.3407195290846,0.3848484602936971,2459004.969022306,0.814431,3.1884200000000003,IMB,Otto Matic,24597.0,1936,0.36998000000000003,3.767,0.613,0.043,1952,7,2019,11
JPL 30,0.11100567297435,2.402096576236161,6.48088503448631,135.1857839904812,295.5348643704372,152.0152249354407,0.2647392764513168,2458026.292700754,1.15934,2.56356,MBA,Otto Matic,32084.0,2304,0.4603,6.096,0.5710000000000001,0.4,1931,10,2019,8
JPL 23,0.07901617806785255,2.207149219280227,5.539353739463944,359.75459412167953,90.9353434213477,116.6546876992238,0.30057754327249503,2458212.3981929617,1.0582,2.73145,MBA,Otto Matic,25875.0,2212,0.42389,7.37,0.35,0.16899999999999998,1948,10,2019,8
JPL 33,0.1684464501878001,2.26966214502592,6.091119038313445,154.8416006890652,118.1231712946717,348.73318848283213,0.2882453118834949,2458639.587579408,0.8798530000000001,2.4718400000000003,MBA,Otto Matic,25427.0,2489,0.46757,8.804,0.158,1.922,1950,4,2019,11
JPL 31,0.09609708831057978,2.2322802779078303,5.029324789381839,281.9201778825891,251.67500512200792,326.2138590016207,0.2955159937152579,2458714.829314544,1.03013,2.5444299999999997,MBA,Otto Matic,28301.0,2332,0.43796,10.121,0.132,0.408,1941,11,2019,5
JPL 27,0.01108684847488439,2.642266204757623,3.584141486928526,332.31303714159486,7.7015005039987425,254.6293291575935,0.2294770291520993,2459059.67742282,1.60121,2.3494900000000003,MBA,Otto Matic,23430.0,2032,0.4422,9.212,0.17300000000000001,0.053,1955,6,2019,8
JPL 256,0.4364984470255967,0.8320301927480441,15.753419102860803,170.8136990090254,356.06106136787866,12.26949077784755,1.298659941519867,2458591.052191236,0.149853,3.7781,ATE,Otto Matic,16126.0,1941,0.39969,2.3,0.13,0.2,1975,10,2019,11
JPL 169,0.2991815096752132,1.290099741014239,64.0069009242684,94.36244662410583,61.539397300443476,172.9411299231741,0.6726190167457923,2458343.383972029,0.0434647,3.76281,APO,Otto Matic,16044.0,1138,0.29998,1.649,0.245,0.045,1975,12,2019,12
JPL 31,0.1774769496485565,2.197926941373399,1.130876920989115,140.46125652646842,192.7189414097348,153.84879239228002,0.3024713155278962,2458091.860719201,0.79665,2.76201,MBA,Otto Matic,23341.0,2380,0.47448,5.728,0.163,0.151,1955,6,2019,5
JPL 33,0.1369822806116586,2.2547949708347597,3.372905502379036,243.6866982563002,156.19833406817932,215.58569944352692,0.2911008594581123,2459096.59712876,0.9539290000000001,2.81875,MBA,Otto Matic,40510.0,2558,0.45273,7.48,0.38,0.215,1908,9,2019,8
JPL 29,0.156654780886037,2.2514393967846145,3.8378311561892997,268.1907575784686,19.90001280618178,124.2253115384985,0.2917518925463576,2458174.709063549,0.882265,2.54665,MBA,Otto Matic,32597.0,2412,0.46868999999999994,5.233,0.489,0.10099999999999999,1930,8,2019,11
JPL 28,0.1785856855461046,2.183465309387959,4.3783379832356335,145.7097421764518,160.3126855340932,278.2584852198184,0.3054812995364647,2458868.082712605,0.778575,2.6652,MBA,Otto Matic,30223.0,2611,0.4603600000000001,8.736,0.308,0.037000000000000005,1936,11,2019,8
JPL 34,0.1208875769471338,2.389996778271219,8.475421630327308,327.6064922689316,70.15980695350405,29.60315167809159,0.2667522557279754,2458489.5238000154,1.12418,2.7290099999999997,MBA,Otto Matic,32462.0,2300,0.43221000000000004,7.805,0.318,0.205,1931,1,2019,11
JPL 20,0.3783763927231029,2.7375980934678186,16.87272328069741,358.4277101166951,332.0942728097526,42.3706786899434,0.2175953144290789,2458405.7776145427,0.70878,1.6939400000000002,MBA,Otto Matic,16843.0,769,0.53342,8.949,0.047,1.581,1973,9,2019,10
JPL 33,0.1733868577928915,2.181001521157921,5.518424720721152,58.48613393784463,318.5982094185887,46.47544496722271,0.3059990802945204,2458448.6190044014,0.808616,2.90157,MBA,Otto Matic,16843.0,2600,0.41281999999999996,3.52,0.47200000000000003,1.103,1973,9,2019,11
JPL 30,0.1883788242346913,2.253062052034104,5.612246686050758,350.0385656127767,327.1418957055738,93.29447438673478,0.2914367697395761,2458280.3809070317,0.8177409999999999,2.6253599999999997,MBA,Otto Matic,16534.0,2192,0.48833000000000004,5.364,0.387,0.1,1974,8,2019,11
JPL 27,0.1110189327972347,1.887359397954353,33.990695284556125,306.0344929673807,38.43575814087161,306.2767445364379,0.3801212615154261,2458741.8318877486,0.693575,3.2433400000000003,IMB,Otto Matic,16156.0,1692,0.34554,8.252,0.244,0.04,1975,9,2019,11
JPL 25,0.2561059398937922,2.6362849140818034,31.36084807225074,11.60836078033574,120.1611516958977,299.46887339778,0.23025843960154602,2458863.38342224,1.0883,1.99627,MBA,Otto Matic,23243.0,1412,0.43998000000000004,6.007,0.33899999999999997,0.257,1956,4,2019,11
JPL 25,0.2343277721532189,2.28074753312946,8.36440267646763,17.39823444690045,352.42648713758064,82.48029021198114,0.2861463781021089,2458312.254904049,0.7457560000000001,2.6439,MBA,Otto Matic,23386.0,1698,0.49304,4.934,0.138,0.145,1955,4,2019,4
JPL 34,0.05718701888942904,1.913273618541391,25.31858145851853,201.0227661282384,235.86325856105012,209.71691490994667,0.3724246763977771,2459004.0261211568,0.8449190000000001,3.1057799999999998,IMB,Otto Matic,18314.0,1998,0.39166,6.059,0.22,0.038,1969,10,2019,11
JPL 29,0.07783173045882892,2.856528869462545,2.53527080690254,38.62470063355344,348.9851524929992,24.00248093071676,0.2041484784859905,2458482.92635405,1.63794,2.29093,MBA,Otto Matic,21614.0,2278,0.47553,8.509,0.223,0.106,1960,9,2019,11
JPL 27,0.2018298393628039,2.2422095481573816,5.347082079563478,17.1683546504463,4.7003670404078,80.38512489998816,0.2935551997580153,2458326.6669186368,0.7919010000000001,2.7629099999999998,MBA,Otto Matic,37121.0,2004,0.47293999999999997,8.131,0.18899999999999997,0.14400000000000002,1917,9,2019,5
JPL 28,0.1243276716841336,2.2269791285973586,3.0484183607323168,128.5933821427744,285.551436728747,76.46992401760984,0.2965718004088773,2458342.653758678,0.9636520000000001,2.80207,MBA,Otto Matic,40369.0,2235,0.44792,7.332,0.207,0.174,1908,11,2019,5
JPL 32,0.2178464559909424,2.34629255406883,5.136091860022656,163.8277903953121,136.5810686949679,19.408535464164192,0.2742400189955988,2458529.727924009,0.823142,2.38793,MBA,Otto Matic,32926.0,2344,0.45019,4.327,0.716,0.753,1929,10,2019,11
JPL 30,0.1842193857648653,2.5425653467400564,6.027315706836081,252.9108717739748,274.11331134252345,351.95065515251787,0.243106118054386,2458633.610416604,1.0918700000000001,2.02073,MBA,Otto Matic,23835.0,3057,0.39264,8.998,0.379,0.365,1954,2,2019,5
JPL 26,0.1548966619369556,2.452093231606889,4.744834977139499,314.1192026509495,11.242335568271608,232.00589728609643,0.25668388628408,2459099.144868468,1.05959,2.48177,MBA,Otto Matic,23250.0,2100,0.46429,8.205,0.263,0.057999999999999996,1955,9,2019,5
JPL 24,0.1814202845291941,2.405809055864444,2.080805405948827,255.8308917575824,116.2898978379282,263.81009217358417,0.2641267216593097,2458964.6809023414,0.969815,2.6265,MBA,Otto Matic,25517.0,1692,0.49898000000000003,9.427,0.049,0.11699999999999999,1949,12,2019,10
JPL 28,0.1664701625100833,2.255465774741471,7.516736996557086,102.05152731756228,180.228052585611,213.37381053007968,0.290971003525794,2459104.4202796607,0.862942,2.50696,MBA,Otto Matic,25724.0,2430,0.47098999999999996,8.035,0.10800000000000001,0.153,1949,6,2019,11
JPL 29,0.267674314658343,2.540448225229285,8.055986412033986,359.874471297035,5.547500933497801,288.4529951878081,0.2434100756801305,2458894.4360854817,0.8579459999999999,2.2389,MBA,Otto Matic,24305.0,1333,0.5425300000000001,5.161,0.22,0.38799999999999996,1953,4,2019,10
JPL 29,0.207135530267531,2.2156422412811594,3.7054804672527433,222.0938015906218,143.5777317071269,223.9251832378762,0.2988509352650055,2459055.826722138,0.756096,2.7919400000000003,MBA,Otto Matic,25266.0,2065,0.46992,3.922,0.41700000000000004,0.042,1950,6,2019,8
JPL 24,0.1547301270185903,2.2077361484672298,3.073839759496812,11.415093661013222,351.0757134674091,77.14778351905773,0.3004576879124062,2458343.732452945,0.86269,2.89757,MBA,Otto Matic,25362.0,1860,0.45271999999999996,4.313,0.415,0.071,1949,10,2019,3
JPL 32,0.1187883900018477,2.592271520058731,13.003031739011982,17.278354043920537,116.44162622417193,88.50949623905865,0.23614749396121,2458225.694005854,1.3291,2.16791,MBA,Otto Matic,27994.0,1972,0.43649,10.067,0.252,0.109,1942,12,2019,8
JPL 29,0.2263518343309648,2.402909488705332,13.91780342716374,128.8191208130477,217.5382837880222,238.5317857086253,0.2646049445149697,2459059.554967828,0.8674649999999999,2.48338,MBA,Otto Matic,23427.0,1970,0.45097,6.255,0.344,0.121,1955,3,2019,5
JPL 35,0.04234184500365246,2.327883466740718,8.523885706964924,47.12121765785482,103.0933750227966,135.40626097609209,0.2774995096978064,2458112.5486478563,1.25534,2.56415,MBA,Otto Matic,29093.0,2324,0.43055,9.02,0.19,0.043,1940,4,2019,11
JPL 31,0.1060523766268215,2.22136703331701,4.57496523336963,100.9608433952282,295.3869505340498,136.4373983720429,0.2976964051918813,2458142.1894662064,0.997444,2.89432,MBA,Otto Matic,31991.0,2760,0.41716000000000003,8.627,0.34299999999999997,0.06,1931,10,2019,5
JPL 34,0.2009407569816139,2.2412338104039837,8.196914360314713,146.9174300672879,142.6519237958511,31.30776947156207,0.2937469227697039,2458493.91924274,0.782014,2.51785,MBA,Otto Matic,28711.0,2358,0.46816,6.961,0.21,0.091,1941,4,2019,11
JPL 31,0.1492463733794151,2.4050895305506343,4.59429415526797,345.5234935363483,210.25530651398785,52.955263455963,0.2642452578341992,2458400.0980556468,1.04703,2.20356,MBA,Otto Matic,23496.0,2028,0.46618999999999994,8.057,0.11900000000000001,0.14300000000000002,1955,4,2019,8
JPL 211,0.7129028391269696,2.174290202827759,2.522431474269714,74.98800309967982,98.2602758352408,80.08208770688293,0.3074169507061718,2458340.0000909255,0.00318058,1.24816,APO,Otto Matic,32135.0,976,0.47476999999999997,1.8,0.4328,0.1,1931,12,2019,11
JPL 26,0.229130077952784,2.4036656539087202,2.931991350787162,123.5289867589949,215.78082434845814,271.3403998107625,0.2644800918876318,2458935.722207299,0.844066,2.4384799999999998,MBA,Otto Matic,24933.0,1796,0.5068199999999999,4.482,0.168,0.16,1951,2,2019,5
JPL 30,0.2271021112697821,2.198119121263812,5.331901947309755,126.9258309406646,222.11683011075598,247.204397316608,0.3024316491377887,2458973.462297448,0.695765,2.72613,MBA,Otto Matic,30644.0,2463,0.46129,4.889,0.439,0.027999999999999997,1935,9,2019,8
JPL 30,0.03434857573372878,2.852529501595618,3.2618164992747416,88.09196790370144,9.015017163943947,323.9864183589393,0.2045779662321859,2458776.538418528,1.77151,2.09954,MBA,Otto Matic,24834.0,2290,0.4602,10.223,0.294,0.21899999999999997,1951,12,2019,11
JPL 31,0.1750138768462819,2.235673281158822,4.949094286469843,178.878252289668,254.13368258428682,317.6096353889216,0.2948435075761363,2458744.272420019,0.8660770000000001,2.65349,MBA,Otto Matic,30722.0,2226,0.4890600000000001,4.668,0.38799999999999996,0.071,1935,10,2019,11
JPL 32,0.2641078313270792,2.695144461018647,12.69044301362128,271.9658445529288,32.767062362484964,174.0603897907367,0.22275681572737105,2457819.1080177957,0.9792700000000001,1.8741299999999999,MBA,Otto Matic,15419.0,1702,0.46418999999999994,8.841,0.13,0.248,1977,9,2019,11
JPL 33,0.08068898853808265,2.279251662875812,3.414955078168413,247.2433065019196,159.4016326670462,217.0471077561246,0.2864281206262057,2459099.5881898445,1.1047799999999999,2.8014099999999997,MBA,Otto Matic,25340.0,2436,0.45195,6.703,0.473,0.239,1950,6,2019,10
JPL 27,0.1987997008711123,2.700922619754234,25.23435585102241,6.09996048886577,272.09795555624083,149.5621464730705,0.2220423734157906,2457926.9252035664,1.3148,2.28133,MBA,Otto Matic,17379.0,1604,0.40819,9.473,0.284,0.046,1972,4,2019,11
JPL 32,0.2184875958707145,2.344576592347817,10.12019882525601,8.214997567883923,301.06651552645815,243.06274540660468,0.274541142535129,2459026.437087293,0.8417469999999999,2.4929099999999997,MBA,Otto Matic,31459.0,2118,0.4202,9.135,0.27899999999999997,0.423,1933,3,2019,5
JPL 21,0.1182890764941123,2.2081199383205465,2.5358013230674703,343.8579407644503,95.94906047681879,14.118814066701882,0.3003793581990266,2458553.496723372,0.964398,2.72322,MBA,Otto Matic,30133.0,1974,0.44891000000000003,5.833,0.157,0.099,1936,10,2019,4
JPL 39,0.1962627160183551,2.248190820878004,6.843509115835885,22.48949757798382,303.4657096528955,32.29964142256321,0.2923844815082309,2458490.0302471044,0.805832,2.6699599999999997,MBA,Otto Matic,32168.0,2256,0.44458000000000003,8.628,0.18,0.113,1931,11,2019,11
JPL 18,0.1108326834433189,2.448879046074411,5.940830646405983,7.3833798647221665,29.542468514960127,73.66714829410424,0.2571894034663431,2458314.0684934864,1.18549,2.6818299999999997,MBA,Otto Matic,23365.0,1881,0.46918999999999994,4.367,0.47,0.098,1955,5,2019,5
JPL 25,0.2393817898785494,2.487907986277178,5.0703994791926785,233.71166053302414,129.2028251059174,91.11524433326412,0.2511612307793265,2458237.724088883,0.894359,2.40085,MBA,Otto Matic,29321.0,2036,0.51884,5.693,0.314,0.122,1939,8,2019,11
JPL 21,0.2365211334374435,2.3780792350689457,22.741285928811198,102.7497738426849,99.44700829508696,164.72800386372458,0.2687599754624176,2457987.581340589,0.9475370000000001,2.43174,MBA,Otto Matic,15561.0,2235,0.35856,7.323,0.266,0.209,1977,4,2019,11
JPL 31,0.2781715301899999,2.5885734933764457,13.38425930916715,0.5297918181709833,351.2723373436171,266.5682135646738,0.2366537138267271,2458995.30380394,0.8638049999999999,2.13111,MBA,Otto Matic,25500.0,1795,0.44687,8.801,0.20800000000000002,0.121,1949,10,2019,8
JPL 25,0.1387756385807838,2.21708367354159,1.952580472118693,328.5546438087132,300.1729741044672,278.72059595842546,0.298559536685803,2458872.738512103,0.893807,2.55615,MBA,Otto Matic,31510.0,2489,0.46484,5.094,0.226,0.1,1933,1,2019,5
JPL 25,0.09023160233224764,1.866612764473441,24.329561857732983,175.5232683594846,278.29052218687383,240.99447892013214,0.386476175576642,2458908.4245982044,0.807709,3.08566,IMB,Otto Matic,17423.0,1800,0.39216999999999996,5.328,0.165,0.008,1972,3,2019,11
JPL 25,0.1670575033557417,2.4493354541581622,0.3895751274915484,66.1610395026778,41.60104796090254,232.9228679112479,0.2571175199759831,2459094.737545931,1.0571700000000002,2.26435,MBA,Otto Matic,22274.0,2051,0.47393,5.569,0.273,0.15,1958,12,2019,11
JPL 25,0.2294233362603212,2.409108372879255,2.2471603885198843,348.2563596675943,187.07057193332489,184.08615264116762,0.2635843180675304,2459267.891173529,0.861574,2.00577,MBA,Otto Matic,15976.0,2620,0.44928999999999997,7.68,0.36,0.06,1976,3,2019,11
